exec_time
3926
4193
4396
4400
4530
4467
4351
4539
4563
4314
4662
4222
4623
4810
4506
4427
4582
4352
4500
4460
4336
4669
4699
4979
4416
4387
4771
4354
4402
4195
4533
4587
4522
4361
4190
4334
4415
4574
4702
4374
