exec_time
4553
4589
4491
4768
4346
4557
4761
4670
4791
4678
4590
4290
4441
4451
4419
4520
4596
4520
4679
4195
4735
4727
4520
4541
4669
4271
4458
4753
4530
4918
4448
4326
4121
4790
4668
4767
4560
4405
4668
4274
